No,Event Name,Metrics ID & Name (STG),propertyNames,Metrics filter,propertyValues,Incremented By (STG),Status,Metrics ID & Name (Prod),Attributes (Prod),Metrics filter,Value,Incremented By (PROD),Status,Implemented On,Test Results,Comment
292,Fdp Payment Completed,,,,,,,spending-teds-coffee,"currency(THB), merchant_name (TEDS Coffee & Eatery), order_amount(amount)",,,order_amount,Added,TEDS Coffee & Eatery ,,TAT
293,Fdp Payment Completed,,,,,,,spending-morrow-coff,"currency(THB), merchant_name (Morrow coff), 
order_amount(amount)",,,order_amount,Added,Morrow coff,,TAT
294,Fdp Payment Completed,,,,,,,spending-tam,"currency(THB), merchant_name (TAM), order_amount(amount)",,,order_amount,Added,TAM,,TAT
295,Fdp Payment Completed,,,,,,,spending-great-shot,"currency(THB), merchant_name (Great Shot Bar CNX), order_amount(amount)",,,order_amount,Added,Great Shot Bar CNX,,TAT
296,Fdp Payment Completed,,,,,,,spending-well-coffee,"currency(THB), merchant_name (Well Coffee Station), order_amount(amount)",,,order_amount,Added,Well Coffee Station,,TAT
297,Fdp Payment Completed,,,,,,,spending-bob-coffee,"currency(THB), merchant_name (BOB Coffee), order_amount(amount)",,,order_amount,Added,BOB Coffee,,TAT
298,Fdp Payment Completed,,,,,,,spending-jai-loy,"currency(THB), merchant_name (
JAI Loy Cafe&Rooftop), order_amount(amount)",,,order_amount,Added,JAI Loy Cafe&Rooftop,,TAT
299,Friend Invited Verified,,,,,,,friend-invited-verified-refine-cofee-roster-tdcc,"community_id(1389),
verification_level(converted)",,,,Added,Refine Coffee Roster TCDC,,TAT
300,Friend Invited Verified,,,,,,,friend-invited-verified-savor,"community_id(1390),
verification_level(converted)",,,,Added,Savor,,TAT
301,Friend Invited Verified,,,,,,,friend-invited-verified-friend-coffee-and-bar,"community_id(1417),
verification_level(converted)",,,,Added,Friend Coffee and bar,,TAT
302,Friend Invited Verified,,,,,,,friend-invited-verified-ristr8to-original,"community_id(1429),
verification_level(converted)",,,,Added,Ristr8to Original,,TAT
303,Friend Invited Verified,,,,,,,friend-invited-verified-trofe,"community_id(1525),
verification_level(converted)",,,,Added,Trofe,,TAT
304,Friend Invited Verified,,,,,,,friend-invited-verified-thong-urai,"community_id(1503),
verification_level(converted)",,,,Added,Thong Urai Cafe and Paw Made Painting,,TAT
305,Friend Invited Verified,,,,,,,friend-invited-verified-teety-scoops,"community_id(1397),
verification_level(converted)",,,,Added,Teety Scoops,,TAT
306,Friend Invited Verified,,,,,,,friend-invited-verified-beans-of-us,"community_id(1544),
verification_level(converted)",,,,Added,Beans of us Coffee Roaster,,TAT
307,Friend Invited Verified,,,,,,,friend-invited-verified-teds-coffee,"community_id(1548),
verification_level(converted)",,,,Added,TEDS Coffee & Eatery ,,TAT
308,Friend Invited Verified,,,,,,,friend-invited-verified-morrow-coff,"community_id(1538),
verification_level(converted)",,,,Added,Morrow coff,,TAT
309,Friend Invited Verified,,,,,,,friend-invited-verified-tam,"community_id(1539),
verification_level(converted)",,,,Added,TAM,,TAT
310,Friend Invited Verified,,,,,,,friend-invited-verified-great-shot,"community_id(1549),
verification_level(converted)",,,,Added,Great Shot Bar CNX,,TAT
311,Friend Invited Verified,,,,,,,friend-invited-verified-well-coffee,"community_id(1579),
verification_level(converted)",,,,Added,Well Coffee Station,,TAT
312,Friend Invited Verified,,,,,,,friend-invited-verified-bob-coffee,"community_id(1618),
verification_level(converted)",,,,Added,BOB Coffee,,TAT
313,Friend Invited Verified,,,,,,,friend-invited-verified-jai-loy,"community_id(1626),
verification_level(converted)",,,,Added,JAI Loy Cafe&Rooftop,,TAT
314,Deposit Completed,,,,,,Not Added,deposit-completed-th-usdt-amount-tether,"platform(th),
amount(amount), 
product(USDT)",,,amount,Added,Tether,,
315,Fdp Payment Completed,,,,,,,first-time-purchase-scoopify,"currency(THB), merchant_name (Scoopify)",,,,Added,Scoopify,,
316,Fdp Payment Completed,,,,,,,spending-scoopify,"currency(THB), merchant_name (Scoopify), order_amount(amount)",,,order_amount,Added,Scoopify,,
317,Friend Invited Verified,,,,,,,invite-friend-scoopify,"community_id(1580),
verification_level(converted)",,,,Added,Scoopify,,
318,Fdp Payment Completed,,,,,,,first-time-purchase-inthanin-ladkrabang,"currency(TYM), merchant_name (Inthanin Ladkrabang branch)",,,,Added,Inthanin Ladkrabang Branch,,
319,Fdp Payment Completed,,,,,,,spending-inthanin-ladkrabang,"currency(TYM), merchant_name (Inthanin Ladkrabang branch), order_amount (amount)",,,order_amount,Added,Inthanin Ladkrabang Branch,,
320,Token Purchased,,,,,,,token-purchased-amount-thb-tomyumkoong,"product (thb), 
topup_amount (amount), 
community_id(335)",,,topup_amount,Added,Tomyum Koong,,
321,Fdp Payment Completed,,,,,,,first-time-purchase-heartening-cafe,"currency(THB), merchant_name (Heartening cafe)",,,,Added,Heartening cafe,,TAT
322,Fdp Payment Completed,,,,,,,spending-heartening-cafe,"currency(THB), merchant_name (Heartening cafe), order_amount (amount)",,,order_amount,Added,Heartening cafe,,TAT
323,Friend Invited Verified,,,,,,,invite-friend-heartening-cafe,"community_id(1656),
verification_level(converted)",,,,Added,Heartening cafe,,TAT
324,Fdp Payment Completed,,,,,,,first-time-purchase-kor-cafeandstudio,"currency(THB), merchant_name (Kor cafeandstudio)",,,,Added, Kor cafeandstudio,,TAT
325,Fdp Payment Completed,,,,,,,spending-kor-cafeandstudio,"currency(THB), merchant_name (Kor cafeandstudio), order_amount (amount)",,,order_amount,Added, Kor cafeandstudio,,TAT
326,Friend Invited Verified,,,,,,,invite-friend-kor-cafeandstudio,"community_id(1655),
verification_level(converted)",,,,Added, Kor cafeandstudio,,TAT
327,Fdp Payment Completed,,,,,,,first-time-purchase-kom-coffee,"currency(THB), merchant_name (KOM COFFEE)",,,,Added,KOM COFFEE,,TAT
328,Fdp Payment Completed,,,,,,,spending-kom-coffee,"currency(THB), merchant_name (KOM COFFEE), order_amount (amount)",,,order_amount,Added,KOM COFFEE,,TAT
329,Friend Invited Verified,,,,,,,invite-friend-kom-coffee,"community_id(1663),
verification_level(converted)",,,,Added,KOM COFFEE,,TAT
330,NFT Ticket Validated,ginventure-entry-tickets-validated,"community_id(777), 
product_name(Ginventure General Ticket), 
product_name(Ginventure Early Bird Ticket), 
product_name(Ginventure Door Ticket), 
product_name()",equals,,,Added,ginventure-entry-tickets-validated,"community_id(66), 
product_name(General ticket), 
product_name(Early Bird Ticket), 
product_name(At door ticket), 
product_name(Special Ticket)",,,,Added,GULP BKK,,TEST On the Discover Thailand Community STG. Applied to GULP BKK in PROD
331,Deposit Completed,,,,,,,deposit-completed-th-amount-daily,"platform(th),
amount(amount),
product(THB)",,,amount,Added,Bitazza App - TH,,Daily missions
332,Trade Order Completed,,,,,,,trade-order-completed-spot-thb-amount-daily,"platform(th),
trading_ending(THB),
trade_type(spot),
trading_value(amount)",,,trading_value,Added,Bitazza App - TH,,Daily missions
333,Trade Order Completed,,,,,,,trade-order-completed-thb-th-pengu-monthly,"platform(th),
trading_product(PENGU),
trade_type(spot),
trading_value(amount)",,,trading_value,Added,Bitazza App - TH,,Monthly missions
334,Trade Order Completed,,,,,,,trade-order-completed-thb-th-monthly,"platform(th), trading_ending(THB),
trade_type(spot),
trading_value(amount)",,,trading_value,Added,Bitazza App - TH,,Monthly missions - cancelled
335,Fdp Payment Completed,,,,,,,spending-top-golf-thailand,"currency(THB), merchant_name (Topgolf Thailand), order_amount (amount)",,,order_amount,Added,Top Golf Thailand,,
336,Trade Order Completed,,,,,,,trade-order-completed-thb-th-aster-monthly,"platform(th),
trading_product(ASTER),
trade_type(spot),
trading_value(amount)",,,trading_value,Added,Bitazza App - TH,,Monthly missions
337,Card Spent,,,,,,,card-spent-grab,"amount (amount),
merchant_group(grab)",,,amount,Added,Freedom Card,,
338,Card Spent,,,,,,,card-spent-lineman,"amount (amount),
merchant_group(lineman)",,,amount,Added,Freedom Card,,
339,Card Spent,,,,,,,card-spent-netflix,"amount (amount),
merchant_group(netflix)",,,amount,Added,Freedom Card,,
340,Card Spent,,,,,,,card-spent-apple,"amount (amount),
merchant_group(apple)",,,amount,Added,Freedom Card,,
341,Card Spent,,,,,,,card-spent-youtube,"amount (amount),
merchant_group(youtube)",,,amount,Added,Freedom Card,,
342,Card Spent,,,,,,,card-spent-spotify,"amount (amount),
merchant_group(spotify)",,,amount,Added,Freedom Card,,
343,Card Spent,,,,,,,card-spent-retail-theraphy,"amount (amount),
mission_category(retail_therapy)",,,amount,Added,Freedom Card,,
344,Card Spent,,,,,,,card-spent-shein,"amount (amount),
merchant_group(shein)",,,amount,Added,Freedom Card,,
345,Card Spent,,,,,,,card-spent-aliexpress,"amount (amount),
merchant_group(aliexpress)",,,amount,Added,Freedom Card,,
346,Card Spent,,,,,,,card-spent-playstation,"amount (amount),
merchant_group(playstation)",,,amount,Added,Freedom Card,,
347,Card Spent,,,,,,,card-spent-steam,"amount (amount),
merchant_group(steam)",,,amount,Added,Freedom Card,,
348,Card Spent,,,,,,,card-spent-agoda,"amount (amount),
merchant_group(agoda)",,,amount,Added,Freedom Card,,
349,Card Spent,,,,,,,card-spent-bookingcom,"amount (amount),
merchant_group(booking)",,,amount,Added,Freedom Card,,
350,Card Spent,,,,,,,card-spent-tripcom,"amount (amount),
merchant_group(trip.com)",,,amount,Added,Freedom Card,,
351,Card Spent,,,,,,,card-spent-paybill,"amount (amount),
mission_category (pay_bill)",,,amount,Added,Freedom Card,,
352,Card Spent,,,,,,,card-spent-weekly,amount (amount),,,amount,Added,Freedom Card,,
353,Fdp Payment Completed,,,,,,,donate-conserve-natural-forest,"currency(THB), order_amount(amount), merchant_name (Conserve Natural Forest)",,,order_amount,Added,Conserve Natural Forest,,
354,Friend Invited Verified,,,,,,,friend-conserve-natural-forest,"community_id(1639),
verification_level(converted)",,,,Added,Conserve Natural Forest,,
355,Trade Order Completed,,,,,,,trade-order-completed-spot-thb-amount-new-user,"platform(th),
trading_ending(THB),
trade_type(spot),
trading_value(amount)",,,trading_value,Testing Done,Bitazza App - TH,,New user
356,Console Profile Edited,freedom-console-profile-edited,is_default_cover(false),equals,,Added,,freedom-console-profile-edited,is_default_cover(false),,,,Added,Freedom Console,,Console Get Started Mission: Upload Community Cover
357,Console Location Updated,freedom-console-location-updated,poi_status(created),equals,,Added,,freedom-console-location-updated,poi_status(created),,,,Added,Freedom Console,,Console Get Started Mission: Setup your location
358,Social Post Created,freedom-console-first-post-published,,equals,,Added,,freedom-console-first-post-published,,,,,Added,Freedom Console,,Console Get Started Mission: Publish Your first post
359,Console Status Updated,freedom-console-community-published,publish_status(published),equals,,Added,,freedom-console-community-published,publish_status(published),,,,Added,Freedom Console,,Console Get Started Mission: Publish Your Community
360,Fdp Payment Completed,,,equals,,,,donate-dog-rescue-mae,"currency(THB), order_amount(amount), merchant_name (
Dog Rescue Mae Phim Foundation)",,,order_amount,Testing Done,Dog Rescue Mae Phim Foundation,,
361,Friend Invited Verified,,,equals,,,,invite-friend-dog-rescue-mae,"community_id(1730),
verification_level(converted)",,,,Testing Done,Dog Rescue Mae Phim Foundation,,
362,Fdp Payment Completed,,,equals,,,,first-time-purchase-calm-bangkok,"currency(THB), merchant_name (CALM Bangkok)",,,,Added,CALM Bangkok,,
363,Fdp Payment Completed,,,equals,,,,spending-calm-bangkok,"currency(THB), merchant_name (CALM Bangkok), order_amount(amount)",,,order_amount,Added,CALM Bangkok,,
364,Friend Invited Verified,,,equals,,,,invite-friend-calm-bangkok,"community_id(1155),
verification_level(converted)",,,,Added,CALM Bangkok,,
365,Fdp Payment Completed,,,equals,,,,first-time-purchase-bonjour-bonsoir,"currency(THB), merchant_name (Bonjour Bonsoir)",,,,Added,Bonjour Bonsoir,,
366,Fdp Payment Completed,,,equals,,,,spending-bonjour-bonsoir,"currency(THB), merchant_name (Bonjour Bonsoir), order_amount(amount)",,,order_amount,Added,Bonjour Bonsoir,,
367,Friend Invited Verified,,,equals,,,,invite-friend-bonjour-bonsoir,"community_id(1703),
verification_level(converted)",,,,Added,Bonjour Bonsoir,,
368,Fdp Payment Completed,,,equals,,,,first-time-purchase-sos-craft-beer,"currency(THB), merchant_name (SOS CRAFT BEER & BURGER)",,,,Added,SOS CRAFT BEER & BURGER,,
369,Fdp Payment Completed,,,equals,,,,spending-sos-craft-beer,"currency(THB), merchant_name (SOS CRAFT BEER & BURGER), order_amount(amount)",,,order_amount,Added,SOS CRAFT BEER & BURGER,,
370,Friend Invited Verified,,,equals,,,,invite-friend-sos-craft-beer,"community_id(1718),
verification_level(converted)",,,,Added,SOS CRAFT BEER & BURGER,,
371,Trade Order Completed,,,equals,,,,trade-order-completed-thb-th-btc-monthly,"platform(th),
trading_product(BTC),
trade_type(spot),
trading_value(amount)",,,trading_value,Added,Bitazza App - TH,,Monthly missions JAN 2026
372,Trade Order Completed,,,equals,,,,trade-order-completed-thb-th-eth-monthly,"platform(th),
trading_product(ETH),
trade_type(spot),
trading_value(amount)",,,trading_value,Added,Bitazza App - TH,,Monthly missions JAN 2026
373,Fdp Payment Completed,,,equals,,,,first-time-purchase-choch-songwat,"currency(THB), merchant_name (Choch Songwat)",,,,Added,Choch Songwat,,
374,Fdp Payment Completed,,,equals,,,,spending-choch-songwat,"currency(THB), merchant_name (Choch Songwat), order_amount(amount)",,,order_amount,Added,Choch Songwat,,
375,Friend Invited Verified,,,equals,,,,invite-friend-choch-songwat,"community_id(1733),
verification_level(converted)",,,,Added,Choch Songwat,,
376,Fdp Payment Completed,,,equals,,,,first-time-purchase-somewhere-in-songwat,"currency(THB), merchant_name (Somewhere in Songwat)",,,,Added,Somewhere in Songwat,,
377,Fdp Payment Completed,,,equals,,,,spending-somewhere-in-songwat,"currency(THB), merchant_name (Somewhere in Songwat
t), order_amount(amount)",,,order_amount,Added,Somewhere in Songwat,,
378,Friend Invited Verified,,,equals,,,,invite-friend-somewhere-in-songwat,"community_id(1746),
verification_level(converted)",,,,Added,Somewhere in Songwat,,
379,Fdp Payment Completed,,,equals,,,,first-time-purchase-eggplant-smoothie,"currency(THB), merchant_name (Eggplant Smoothie & Juice Bar)",,,,Added,Eggplant Smoothie & Juice Bar,,
380,Fdp Payment Completed,,,equals,,,,spending-eggplant-smoothie,"currency(THB), merchant_name (Eggplant Smoothie & Juice Bar
), order_amount(amount)",,,order_amount,Added,Eggplant Smoothie & Juice Bar,,
381,Friend Invited Verified,,,equals,,,,invite-friend-eggplant-smoothie,"community_id(1733),
verification_level(converted)",,,,Added,Eggplant Smoothie & Juice Bar,,
382,Fdp Payment Completed,,,equals,,,,first-time-purchase-ek-teng-phu-ki,"currency(THB), merchant_name (Ek Teng Phu Ki)",,,,Added,Ek Teng Phu Ki,,
383,Fdp Payment Completed,,,equals,,,,spending-ek-teng-phu-ki,"currency(THB), merchant_name (Ek Teng Phu Ki), order_amount(amount)",,,order_amount,Added,Ek Teng Phu Ki,,
384,Friend Invited Verified,,,equals,,,,invite-friend-ek-teng-phu-ki,"community_id(1749),
verification_level(converted)",,,,Added,Ek Teng Phu Ki,,
385,Fdp Payment Completed,,,equals,,,,donate-adoptable-puppy,"currency(THB), order_amount(amount), merchant_name (The Adoptable Puppy Cafe and Thai Dogs Matter)",,,order_amount,Added,Dog Rescue Mae Phim Foundation,,
386,Friend Invited Verified,,,equals,,,,invite-friend-adoptable-puppy,"community_id(1444),
verification_level(converted)",,,,Added,Dog Rescue Mae Phim Foundation,,
387,Social Post Approved,social-post-approved-bitazza-th,community_id(380),equals,,,,social-post-approved-bitazza-th,community_id(118),,,,Not Added,Bitazza App - TH,,
388,fdp_payment_completed,spending-missions-the-scape,merchant_name,not equals,Adventure LN Hub,order_amount,Added,,,,,,,,,
,,,merchant_name,not equals,Freedom,,,,,,,,,,,
,,,currency,equals,THB,,,,,,,,,,,
,,,order_amount,any,amount,,,,,,,,,,,
389,fdp_payment_completed,spend-less-than-1k-cafe-multiple-transaction,merchant_name,equals,Freedom Cafe,,Added,,,,,,,Freedom Cafe,,To test metrics filter on STG (less than)
,,,currency,equals,THB,,,,,,,,,,,
,,,order_amount,less than,1000,,,,,,,,,,,
390,fdp_payment_completed,spend-less-than-1k-except-cafe-one-transaction,merchant_name,not equals,Freedom Cafe,,Added,,,,,,,,,
,,,currency,equals,THB,,,,,,,,,,,
,,,order_amount,less than,1000,,,,,,,,,,,
391,fdp_payment_completed,spend-less-than-equal-1k-cafe,merchant_name,equals,Freedom Cafe,,Added,,,,,,,Freedom Cafe,,To test metrics filter on STG (less than equal)
,,,currency,equals,THB,,,,,,,,,,,
,,,order_amount,less than equals,1000,,,,,,,,,,,
392,fdp_payment_completed,spend-more-than-1k-cafe-multiple-transactions,merchant_name,equals,Freedom Cafe,,Added,,,,,,,Freedom Cafe,,To test metrics filter on STG (more than)
,,,currency,equals,THB,,,,,,,,,,,
,,,order_amount,greater than,1000,,,,,,,,,,,
393,fdp_payment_completed,spend-more-than-equal-1k-cafe-one-transaction,merchant_name,equals,Freedom Cafe,,Added,,,,,,,Freedom Cafe,,To test metrics filter on STG (more than equal)
,,,currency,equals,THB,,,,,,,,,,,
,,,order_amount,greater than equals,1000,,,,,,,,,,,
394,fdp_payment_completed,spend-more-than-equals-1k-cafe-multiple-transactions,merchant_name,equals,Freedom Cafe,,Added,,,,,,,,,
,,,currency,equals,THB,,,,,,,,,,,
,,,order_amount,greater than equals,1000,,,,,,,,,,,
395,fdp_payment_completed,spend-equals-any-cafe,merchant_name,equals,Freedom Cafe,order_amount,Added,,,,,,,,,
,,,currency,equals,THB,,,,,,,,,,,
,,,order_amount,any,amount,,,,,,,,,,,
396,fdp_payment_completed,spend-more-than-1k-except-cafe,merchant_name,not equals,Freedom Cafe,,Added,,,,,,,,,
,,,currency,equals,THB,,,,,,,,,,,
,,,order_amount,greater than,1000,,,,,,,,,,,
397,Fdp Payment Completed,,,,,,,first-time-purchase-groobglace-bkk,"currency
merchant_name","Equals
Equals","THB
Groobglace bkk",,Added,Groobglace bkk,,
398,Fdp Payment Completed,,,,,,,spending-groobglace-bkk,"currency
merchant_name
order_amount","Equals
Equals
ANY","THB
Groobglace bkk
amount",order_amount,Added,Groobglace bkk,,
399,Friend Invited Verified,,,,,,,invite-friend-groobglace-bkk,"community_id
verification_level","Equals
Equals","1731
converted",,Added,Groobglace bkk,,
397,Fdp Payment Completed,,,,,,,first-time-purchase-pal-bangkok,"currency
merchant_name","Equals
Equals","THB
PAL Bangkok",,Added,PAL Bangkok,,
398,Fdp Payment Completed,,,,,,,spending-pal-bangkok,"currency
merchant_name
order_amount","Equals
Equals
ANY","THB
PAL Bangkok
amount",order_amount,Added,PAL Bangkok,,
399,Friend Invited Verified,,,,,,,invite-friend-pal-bangkok,"community_id
verification_level","Equals
Equals","1840
converted",,Added,PAL Bangkok,,
403,Fdp Payment Completed,,,,,,,donate-paws-bangkok,"currency 
order_amount
merchant_name","Equals
ANY
Equals","THB
amount
PAWS Bangkok",order_amount,Added,PAWS Bangkok,,
404,Friend Invited Verified,,,,,,,invite-friend-paws-bangkok,"community_id
verification_level","Equals
Equals","1868
converted",,Added,PAWS Bangkok,,
405,Fdp Payment Completed,,,,,,,first-time-topup-dog-hotel,"currency
merchant_name
product_category_code","Equals
Equals
Equals","THB
The Dog Hotel BKK
token-bundle",,Added,The Dog Hotel BKK,,
406,Fdp Payment Completed,,,,,,,spending-dog-hotel,"currency
merchant_name
order_amount","Equals
Equals
ANY","THB
The Dog Hotel BKK
amount",order_amount,Added,The Dog Hotel BKK,,
407,Friend Invited Verified,,,,,,,invite-friend-dog-hotel,"community_id
verification_level","Equals
Equals","1885
converted",,Added,The Dog Hotel BKK,,
408,Card Spent,,,,,,,card-spent-milestone,amount ,ANY,amount,amount,Added,Freedom Card,,
409,Card Spent,,,,,,,card-spent-monthly,amount,ANY,amount,amount,Added,Freedom Card,,
410,,,,,,,,,,,,,,,,
411,,,,,,,,,,,,,,,,
412,,,,,,,,,,,,,,,,
413,,,,,,,,,,,,,,,,
414,,,,,,,,,,,,,,,,
415,,,,,,,,,,,,,,,,
416,,,,,,,,,,,,,,,,
417,,,,,,,,,,,,,,,,
418,,,,,,,,,,,,,,,,
419,,,,,,,,,,,,,,,,
420,,,,,,,,,,,,,,,,
421,,,,,,,,,,,,,,,,
422,,,,,,,,,,,,,,,,
423,,,,,,,,,,,,,,,,
424,,,,,,,,,,,,,,,,
425,,,,,,,,,,,,,,,,
426,,,,,,,,,,,,,,,,
427,,,,,,,,,,,,,,,,
428,,,,,,,,,,,,,,,,
429,,,,,,,,,,,,,,,,
430,,,,,,,,,,,,,,,,
431,,,,,,,,,,,,,,,,
432,,,,,,,,,,,,,,,,
433,,,,,,,,,,,,,,,,
434,,,,,,,,,,,,,,,,
435,,,,,,,,,,,,,,,,
436,,,,,,,,,,,,,,,,
437,,,,,,,,,,,,,,,,
438,,,,,,,,,,,,,,,,
439,,,,,,,,,,,,,,,,
440,,,,,,,,,,,,,,,,
441,,,,,,,,,,,,,,,,
442,,,,,,,,,,,,,,,,
443,,,,,,,,,,,,,,,,
444,,,,,,,,,,,,,,,,
445,,,,,,,,,,,,,,,,
446,,,,,,,,,,,,,,,,
447,,,,,,,,,,,,,,,,
448,,,,,,,,,,,,,,,,
449,,,,,,,,,,,,,,,,
450,,,,,,,,,,,,,,,,
451,,,,,,,,,,,,,,,,
452,,,,,,,,,,,,,,,,
453,,,,,,,,,,,,,,,,
454,,,,,,,,,,,,,,,,
455,,,,,,,,,,,,,,,,
456,,,,,,,,,,,,,,,,
457,,,,,,,,,,,,,,,,
458,,,,,,,,,,,,,,,,
459,,,,,,,,,,,,,,,,
460,,,,,,,,,,,,,,,,
461,,,,,,,,,,,,,,,,
462,,,,,,,,,,,,,,,,
463,,,,,,,,,,,,,,,,
464,,,,,,,,,,,,,,,,
465,,,,,,,,,,,,,,,,
466,,,,,,,,,,,,,,,,
467,,,,,,,,,,,,,,,,
468,,,,,,,,,,,,,,,,
469,,,,,,,,,,,,,,,,
470,,,,,,,,,,,,,,,,
471,,,,,,,,,,,,,,,,
472,,,,,,,,,,,,,,,,
473,,,,,,,,,,,,,,,,
474,,,,,,,,,,,,,,,,
475,,,,,,,,,,,,,,,,
476,,,,,,,,,,,,,,,,
477,,,,,,,,,,,,,,,,
478,,,,,,,,,,,,,,,,
479,,,,,,,,,,,,,,,,
480,,,,,,,,,,,,,,,,
481,,,,,,,,,,,,,,,,
482,,,,,,,,,,,,,,,,
483,,,,,,,,,,,,,,,,
484,,,,,,,,,,,,,,,,
485,,,,,,,,,,,,,,,,
486,,,,,,,,,,,,,,,,
487,,,,,,,,,,,,,,,,
488,,,,,,,,,,,,,,,,
489,,,,,,,,,,,,,,,,
490,,,,,,,,,,,,,,,,
491,,,,,,,,,,,,,,,,
492,,,,,,,,,,,,,,,,
493,,,,,,,,,,,,,,,,
494,,,,,,,,,,,,,,,,
495,,,,,,,,,,,,,,,,
496,,,,,,,,,,,,,,,,
497,,,,,,,,,,,,,,,,
498,,,,,,,,,,,,,,,,
499,,,,,,,,,,,,,,,,
500,,,,,,,,,,,,,,,,
501,,,,,,,,,,,,,,,,
502,,,,,,,,,,,,,,,,
503,,,,,,,,,,,,,,,,
504,,,,,,,,,,,,,,,,
505,,,,,,,,,,,,,,,,
506,,,,,,,,,,,,,,,,
507,,,,,,,,,,,,,,,,
508,,,,,,,,,,,,,,,,
509,,,,,,,,,,,,,,,,
510,,,,,,,,,,,,,,,,
511,,,,,,,,,,,,,,,,
512,,,,,,,,,,,,,,,,
513,,,,,,,,,,,,,,,,
514,,,,,,,,,,,,,,,,
515,,,,,,,,,,,,,,,,
516,,,,,,,,,,,,,,,,
517,,,,,,,,,,,,,,,,
518,,,,,,,,,,,,,,,,
519,,,,,,,,,,,,,,,,
520,,,,,,,,,,,,,,,,
521,,,,,,,,,,,,,,,,
522,,,,,,,,,,,,,,,,
523,,,,,,,,,,,,,,,,
524,,,,,,,,,,,,,,,,
525,,,,,,,,,,,,,,,,
526,,,,,,,,,,,,,,,,
527,,,,,,,,,,,,,,,,
528,,,,,,,,,,,,,,,,
529,,,,,,,,,,,,,,,,
530,,,,,,,,,,,,,,,,
531,,,,,,,,,,,,,,,,
532,,,,,,,,,,,,,,,,
533,,,,,,,,,,,,,,,,
534,,,,,,,,,,,,,,,,
535,,,,,,,,,,,,,,,,
